Voter_ID,Name,Age,Gender,State,City,Address,Aadhar,DOB,status
2091,Snea Patill,54,Male,Maharashtra,Nagpur,"House 216, Gandhi Chowk, Mumbai, Maharashtra - 411001",4806-9094-1337,1972-10-12,Pending
2821,Anjli Patil,77,Male,Maharashtra,Mumbai,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",5342-6580-5746,1949-08-22,Pending
1860,Ameet Kulkarnee,25,Female,Maharashtra,Pune,"House 237, Station Road, Mumbai, Maharashtra - 411001",3385-4582-7000,2001-03-15,Pending
1714,Anjaly Moore,60,Male,Maharashtra,Pune,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5638-3911-9285,1966-10-11,Pending
2417,Rohul More,18,Female,Maharashtra,Nagpur,"House 338, Laxmi Colony, Mumbai, Maharashtra - 411001",5818-5039-2639,2008-06-03,Pending
1181,Pooja Josi,23,Male,Maharashtra,Ratnagiri,"House 197, Laxmi Colony, Pune, Maharashtra - 422001",6391-1018-4822,2003-08-15,Pending
2419,Anjaly Joshy,70,Male,Maharashtra,Ratnagiri,"House 479, Shivaji Nagar, Pune, Maharashtra - 440001",7023-8749-4218,1956-04-20,Pending
1558,Amith Patill,38,Male,Maharashtra,Ratnagiri,"House 382, Gandhi Chowk, Nagpur, Maharashtra - 440001",4013-2511-3233,1988-10-02,Pending
2326,Snehaa Yadava,75,Female,Maharashtra,Mumbai,"House 260, MG Road, Nashik, Maharashtra - 440001",2764-1112-6442,1951-04-06,Pending
1968,Amit Sharmma,21,Male,Maharashtra,Nagpur,"House 224, Laxmi Colony, Nagpur, Maharashtra - 411001",9976-6724-3849,2005-10-24,Pending
1743,Rahul Moray,34,Male,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",5825-1695-7577,1992-04-05,Pending
2680,Snehaa Yadav,53,Male,Maharashtra,Nagpur,"House 96, Station Road, Pune, Maharashtra - 422001",7763-7844-9371,1973-04-15,Pending
2814,Snea Pateel,59,Female,Maharashtra,Nagpur,"House 311, Gandhi Chowk, Nashik, Maharashtra - 440001",8695-7362-4868,1967-02-07,Pending
1219,Raahul Yadav,40,Female,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",3603-5103-4742,1986-04-01,Pending
2700,Amit Pateel,43,Female,Maharashtra,Ratnagiri,"House 179, Gandhi Chowk, Nashik, Maharashtra - 400001",8341-8929-2224,1983-04-19,Pending
1076,Karan Yadav,39,Female,Maharashtra,Ratnagiri,"House 167, Laxmi Colony, Pune, Maharashtra - 422001",4061-9605-2697,1987-07-01,Pending
1478,Amith Kulkarni,63,Male,Maharashtra,Ratnagiri,"House 356, MG Road, Mumbai, Maharashtra - 411001",8029-4547-8352,1963-04-12,Pending
1721,Poojaa Patill,68,Female,Maharashtra,Nagpur,"House 326, Tilak Nagar, Nashik, Maharashtra - 400001",1666-7304-4634,1958-10-24,Pending
1711,Poojaa Kulkarnee,66,Female,Maharashtra,Pune,"House 121, Gandhi Chowk, Mumbai, Maharashtra - 422001",3731-5173-8929,1960-11-26,Pending
1562,Rohul Patil,22,Male,Maharashtra,Mumbai,"House 145, Gandhi Chowk, Nagpur, Maharashtra - 422001",8536-1836-7489,2004-11-09,Pending
2491,Kiran Sharma,80,Male,Maharashtra,Mumbai,"House 467, Tilak Nagar, Pune, Maharashtra - 422001",2018-5105-6218,1946-08-20,Pending
2437,Amit Yadava,32,Male,Maharashtra,Mumbai,"House 468, Station Road, Nagpur, Maharashtra - 440001",2653-7563-5664,1994-10-12,Pending
1941,Amith Joshi,68,Female,Maharashtra,Nagpur,"House 120, Shivaji Nagar, Pune, Maharashtra - 440001",6674-5764-7308,1958-02-08,Pending
1307,Ameet Kulkarnee,63,Male,Maharashtra,Nagpur,"House 52, MG Road, Nashik, Maharashtra - 400001",5416-7047-1261,1963-02-03,Pending
1700,Anjaly Kulkarni,41,Male,Maharashtra,Mumbai,"House 49, Tilak Nagar, Mumbai, Maharashtra - 422001",7491-6574-5816,1985-05-10,Pending
1339,Anjali Pateel,55,Male,Maharashtra,Ratnagiri,"House 176, Tilak Nagar, Nagpur, Maharashtra - 411001",4675-6051-9116,1971-03-08,Pending
1574,Ameet Yadav,28,Female,Maharashtra,Nagpur,"House 436, Shivaji Nagar, Mumbai, Maharashtra - 400001",8360-2687-3970,1998-10-26,Pending
2809,Snehaa Yadab,36,Female,Maharashtra,Mumbai,"House 169, MG Road, Pune, Maharashtra - 422001",7951-3460-2758,1990-05-18,Pending
2402,Karan Sharma,42,Male,Maharashtra,Pune,"House 52, MG Road, Nashik, Maharashtra - 400001",4557-6576-6053,1984-07-05,Pending
2160,Kiran Yadava,54,Male,Maharashtra,Nagpur,"House 464, Shivaji Nagar, Nagpur, Maharashtra - 440001",8946-7393-9755,1972-10-25,Pending
2391,Rohul Kulkarni,56,Male,Maharashtra,Nagpur,"House 60, Laxmi Colony, Pune, Maharashtra - 411001",5977-3699-5907,1970-12-10,Pending
1895,Pooja Sharma,37,Female,Maharashtra,Mumbai,"House 6, Tilak Nagar, Pune, Maharashtra - 440001",8006-9033-4494,1989-03-20,Pending
1279,Sneha Sharma,18,Male,Maharashtra,Ratnagiri,"House 420, Station Road, Pune, Maharashtra - 411001",2119-1030-2155,2008-02-02,Pending
2925,Rohul Yadava,67,Female,Maharashtra,Nagpur,"House 70, MG Road, Mumbai, Maharashtra - 422001",2055-5407-7214,1959-02-23,Pending
2185,Anjaly Yadab,27,Male,Maharashtra,Ratnagiri,"House 474, MG Road, Nagpur, Maharashtra - 411001",4280-2093-8956,1999-11-08,Pending
2723,Ameet Joshy,80,Female,Maharashtra,Nagpur,"House 475, Gandhi Chowk, Mumbai, Maharashtra - 422001",6112-4631-6460,1946-02-19,Pending
2281,Poojaa Moray,55,Female,Maharashtra,Mumbai,"House 166, Station Road, Pune, Maharashtra - 422001",3374-3082-5672,1971-05-23,Pending
2161,Poojaa Joshi,66,Male,Maharashtra,Mumbai,"House 348, Gandhi Chowk, Nashik, Maharashtra - 422001",7408-1720-7503,1960-12-10,Pending
2370,Sneha Yadab,49,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",1978-3280-8419,1977-03-05,Pending
2582,Snehaa Pateel,60,Male,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",3143-2374-7241,1966-09-27,Pending
2220,Snea Sharmma,37,Male,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",4604-6385-5593,1989-12-07,Pending
1197,Raahul Joshi,78,Male,Maharashtra,Ratnagiri,"House 23, Tilak Nagar, Pune, Maharashtra - 411001",7241-3049-8503,1948-10-25,Pending
2880,Anjli Kulkarnee,57,Male,Maharashtra,Pune,"House 33, Tilak Nagar, Nagpur, Maharashtra - 422001",4113-8054-7359,1969-08-11,Pending
2622,Karan Patill,61,Male,Maharashtra,Nagpur,"House 52, MG Road, Nashik, Maharashtra - 400001",8498-3706-2317,1965-05-20,Pending
2457,Amit Pateel,60,Female,Maharashtra,Ratnagiri,"House 19, Laxmi Colony, Pune, Maharashtra - 411001",9267-2799-1639,1966-04-27,Pending
2677,Anjali Patil,75,Male,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",2126-8037-3400,1951-04-21,Pending
1532,Sneha Kulkarni,42,Male,Maharashtra,Nagpur,"House 59, Tilak Nagar, Nashik, Maharashtra - 422001",5499-8389-9783,1984-04-01,Pending
1758,Pooja Kulkarni,80,Female,Maharashtra,Nagpur,"House 457, Station Road, Nashik, Maharashtra - 422001",6951-7981-1419,1946-07-28,Pending
1929,Kiran More,29,Male,Maharashtra,Pune,"House 437, Station Road, Pune, Maharashtra - 400001",9729-5616-3815,1997-12-01,Pending
2482,Snea Yadava,64,Male,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",6020-2888-7114,1962-03-21,Pending
3105,kiran sharma,76,Male,Maharashtra,Mumbai,"House 476, Tilak Nagar, Nagpur, Maharashtra - 440001",5061-7552-3621,1950-06-03,Pending
1553,Anjali Moore,63,Female,Maharashtra,Pune,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",7176-2830-8808,1963-07-26,Pending
2945,Rohul Josi,26,Female,Maharashtra,Nagpur,"House 52, MG Road, Nashik, Maharashtra - 400001",3512-6435-6052,2000-10-27,Pending
2613,Puja Sharmma,21,Male,Maharashtra,Ratnagiri,"House 482, Station Road, Nagpur, Maharashtra - 400001",3946-2640-5539,2005-01-06,Pending
2681,Raahul Josi,19,Male,Maharashtra,Mumbai,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",1384-6194-5027,2007-04-07,Pending
3013,aaaa,-5,Male,Maharashtra,Ratnagiri,"House 421, Station Road, Nashik, Maharashtra - 411001",2339-9509-4333,1962-12-24,Pending
2143,Puja Yadav,63,Female,Maharashtra,Pune,"House 194, Gandhi Chowk, Nagpur, Maharashtra - 411001",4225-8097-5257,1963-06-02,Pending
1066,Kiran Josi,29,Female,Maharashtra,Ratnagiri,"House 476, Station Road, Nagpur, Maharashtra - 400001",1464-8921-7267,1997-04-24,Pending
1222,Amit Moray,23,Male,Maharashtra,Ratnagiri,"House 393, Tilak Nagar, Nashik, Maharashtra - 411001",4151-3395-4328,2001-04-15,Pending
1881,Snea Sharma,66,Female,Maharashtra,Mumbai,"House 336, Gandhi Chowk, Pune, Maharashtra - 411001",9094-3932-2858,1960-08-17,Pending
2902,Snehaa Sharma,28,Male,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",9911-6412-1280,1998-01-17,Pending
2208,Sneha Yadab,58,Male,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",3703-5633-8708,1968-04-09,Pending
2805,Anjali Moray,20,Male,Maharashtra,Pune,"House 405, MG Road, Mumbai, Maharashtra - 400001",3301-2557-9823,1990-03-31,Pending
1369,Sneha Yadav,39,Male,Maharashtra,Pune,"House 252, Tilak Nagar, Nashik, Maharashtra - 440001",1467-9214-7915,1987-09-17,Pending
2844,Puja Sharma,76,Female,Maharashtra,Nagpur,"House 98, Station Road, Mumbai, Maharashtra - 411001",1452-8078-7777,1950-03-07,Pending
2697,Anjaly Moore,72,Female,Maharashtra,Ratnagiri,"House 203, Tilak Nagar, Nashik, Maharashtra - 411001",8427-2465-7362,1954-10-11,Pending
2524,Snea Kulkarnee,79,Female,Maharashtra,Pune,"House 483, Gandhi Chowk, Nagpur, Maharashtra - 440001",4058-7781-9940,1947-06-21,Pending
2508,Snehaa Josi,64,Female,Maharashtra,Nagpur,"House 468, Station Road, Nagpur, Maharashtra - 440001",1047-7034-7114,1962-10-26,Pending
3122,POOJAA SHARMA,35,Male,Maharashtra,Pune,"House 294, Tilak Nagar, Pune, Maharashtra - 440001",8974-7892-5544,1991-06-14,Pending
1106,Kiran Yadab,26,Male,Maharashtra,Ratnagiri,"House 204, Tilak Nagar, Mumbai, Maharashtra - 440001",7657-1381-4571,2000-02-11,Pending
1925,Kiran Moray,77,Male,Maharashtra,Mumbai,"House 222, MG Road, Mumbai, Maharashtra - 400001",5138-9851-5325,1949-10-10,Pending
2559,Karan Joshy,32,Female,Maharashtra,Nagpur,"House 432, Shivaji Nagar, Mumbai, Maharashtra - 411001",2215-2776-9730,1994-08-12,Pending
1546,Amith Yadab,64,Male,Maharashtra,Mumbai,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",5421-2075-9835,1962-04-01,Pending
3018,aaaa,-5,Male,Maharashtra,Mumbai,"House 51, Shivaji Nagar, Mumbai, Maharashtra - 400001",3168-8210-1538,1981-02-19,Pending
2639,Poojaa Yadava,22,Male,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",3784-1084-2846,2004-04-25,Pending
1214,Rahul Yadab,75,Female,Maharashtra,Ratnagiri,"House 328, Gandhi Chowk, Pune, Maharashtra - 400001",2456-4047-9050,1951-04-04,Pending
1802,Snehaa Yadab,78,Female,Maharashtra,Pune,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",4304-4237-2899,1981-03-30,Pending
1294,Anjaly Kulkarnee,44,Female,Maharashtra,Ratnagiri,"House 306, Gandhi Chowk, Nashik, Maharashtra - 411001",2294-8925-3029,1982-09-09,Pending
1841,Puja Sharma,19,Female,Maharashtra,Mumbai,"House 129, Laxmi Colony, Pune, Maharashtra - 440001",8040-4041-8541,2007-08-19,Pending
3064,unknown,0,Female,Maharashtra,Mumbai,"House 391, Laxmi Colony, Nashik, Maharashtra - 400001",5821-9967-8641,1968-05-10,Pending
3129,aaaa,0,Male,Maharashtra,Ratnagiri,"House 418, Laxmi Colony, Mumbai, Maharashtra - 440001",5945-4146-6738,1970-07-19,Pending
2817,Ameet Patill,50,Male,Maharashtra,Ratnagiri,"House 163, Tilak Nagar, Pune, Maharashtra - 422001",1992-8047-5368,1976-01-04,Pending
2321,Anjli Sarma,59,Female,Maharashtra,Ratnagiri,"House 142, Laxmi Colony, Mumbai, Maharashtra - 400001",1488-2233-7303,1967-02-01,Pending
1787,Raahul Yadav,76,Male,Maharashtra,Pune,"House 9, Shivaji Nagar, Pune, Maharashtra - 440001",4294-2415-3952,1950-12-21,Pending
1482,Snea Josi,29,Female,Maharashtra,Mumbai,"House 218, Laxmi Colony, Nagpur, Maharashtra - 422001",9182-8219-1519,1997-01-15,Pending
2718,Anjaly Patill,38,Male,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",6021-1417-1033,1988-03-09,Pending
3086,karran joshy,30,Male,Maharashtra,Pune,"House 359, Shivaji Nagar, Nagpur, Maharashtra - 400001",5120-6305-5859,1996-09-22,Pending
1873,Amit Yadav,67,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",3229-2112-4325,1959-02-01,Pending
1559,Snea Moray,47,Male,Maharashtra,Ratnagiri,"House 162, Gandhi Chowk, Nashik, Maharashtra - 400001",6703-2829-2192,1979-09-11,Pending
1422,Raahul Kulkarnee,78,Female,Maharashtra,Nagpur,"House 366, Laxmi Colony, Pune, Maharashtra - 422001",2920-9060-6887,1948-08-02,Pending
1444,Sneha Joshi,47,Female,Maharashtra,Ratnagiri,"House 157, Tilak Nagar, Mumbai, Maharashtra - 440001",8724-3537-4251,1979-12-24,Pending
2948,Snea Moore,72,Male,Maharashtra,Nagpur,"House 417, Gandhi Chowk, Pune, Maharashtra - 400001",1496-2758-8006,1954-05-04,Pending
2451,Raahul Kulkarni,52,Female,Maharashtra,Nagpur,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",8237-2584-3800,1974-01-16,Pending
1976,Anjli Sharma,69,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",3552-5742-4265,1957-12-16,Pending
2201,Raahul Joshi,31,Female,Maharashtra,Pune,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",4254-2361-1784,1995-03-10,Pending
1966,Pooja Sharmma,47,Female,Maharashtra,Ratnagiri,"House 326, Station Road, Mumbai, Maharashtra - 411001",8368-1267-1718,1979-11-04,Pending
1689,Rahul Moore,38,Female,Maharashtra,Pune,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",4061-3746-1293,1988-07-03,Pending
1916,Puja Sharmma,51,Female,Maharashtra,Pune,"House 148, Gandhi Chowk, Mumbai, Maharashtra - 400001",2230-1640-3420,1975-06-11,Pending
1327,Snea Yadab,56,Female,Maharashtra,Nagpur,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",6923-6516-7100,1970-06-19,Pending
1356,Karran Kulkarnee,63,Female,Maharashtra,Mumbai,"House 233, Gandhi Chowk, Nashik, Maharashtra - 422001",4687-2725-1995,1963-12-15,Pending
1361,Ameet Joshy,28,Female,Maharashtra,Ratnagiri,"House 126, Laxmi Colony, Pune, Maharashtra - 411001",3453-4312-2441,1998-10-06,Pending
2073,Snehaa Moray,33,Female,Maharashtra,Nagpur,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",4957-6054-9336,1993-10-16,Pending
1249,Amit Sarma,35,Female,Maharashtra,Ratnagiri,"House 181, Tilak Nagar, Pune, Maharashtra - 400001",2744-9204-9919,1991-07-16,Pending
3156,xyz,150,Male,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",1581-2233-3373,1998-08-01,Pending
1189,Amit Moray,72,Female,Maharashtra,Ratnagiri,"House 41, Tilak Nagar, Nagpur, Maharashtra - 400001",6111-3159-5052,1954-08-11,Pending
1817,Anjli Sharmma,38,Female,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",8876-9667-8648,1988-05-15,Pending
3150,ROHUL YADAV,44,Male,Maharashtra,Mumbai,"House 344, Gandhi Chowk, Nashik, Maharashtra - 440001",3693-5033-4688,1982-04-10,Pending
1701,Anjali Sharmma,38,Male,Maharashtra,Mumbai,"House 155, Gandhi Chowk, Nashik, Maharashtra - 422001",1525-9815-7695,1988-06-18,Pending
1209,Amit Moray,18,Female,Maharashtra,Ratnagiri,"House 475, Tilak Nagar, Nashik, Maharashtra - 400001",8866-4459-7901,2008-03-08,Pending
2398,Snehaa Joshi,80,Female,Maharashtra,Nagpur,"House 493, Tilak Nagar, Pune, Maharashtra - 440001",9521-6751-3194,1946-10-21,Pending
1166,Pooja Josi,49,Female,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",8329-5539-3603,1977-08-17,Pending
3102,KARAN YADAVA,38,Male,Maharashtra,Ratnagiri,"House 274, Tilak Nagar, Mumbai, Maharashtra - 440001",4849-2956-9358,1988-08-07,Pending
2495,Karan Patil,30,Female,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",2363-3985-1217,1996-11-23,Pending
2594,Karan Joshi,32,Male,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",7619-6785-1880,1994-11-20,Pending
2643,Sneha Kulkarnee,52,Female,Maharashtra,Ratnagiri,"House 217, Tilak Nagar, Mumbai, Maharashtra - 400001",1770-3872-5781,1974-06-27,Pending
2609,Poojaa Pateel,28,Female,Maharashtra,Pune,"House 155, Tilak Nagar, Nashik, Maharashtra - 400001",5269-6079-6475,1998-12-27,Pending
1342,Anjli Joshy,23,Female,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",8367-5892-3541,2003-11-12,Pending
1619,Pooja Yadava,73,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",3312-3133-3888,1977-04-05,Pending
1587,Pooja Kulkarnee,31,Male,Maharashtra,Mumbai,"House 170, Shivaji Nagar, Nashik, Maharashtra - 411001",1445-5021-4243,1995-06-07,Pending
2936,Ameet Moore,27,Male,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5416-4041-1955,1999-10-08,Pending
2665,Karan Yadav,55,Male,Maharashtra,Mumbai,"House 250, Station Road, Nagpur, Maharashtra - 400001",8178-4286-6330,1971-08-18,Pending
2217,Kiran Joshi,19,Female,Maharashtra,Nagpur,"House 326, Shivaji Nagar, Nagpur, Maharashtra - 411001",8494-2852-4976,2007-06-05,Pending
1807,Kiran Yadav,34,Male,Maharashtra,Ratnagiri,"House 69, MG Road, Nashik, Maharashtra - 411001",2658-9752-6101,1992-03-28,Pending
1715,Anjali Yadav,77,Female,Maharashtra,Mumbai,"House 149, MG Road, Nashik, Maharashtra - 411001",6564-7980-8293,1949-06-19,Pending
2074,Pooja Yadava,41,Female,Maharashtra,Nagpur,"House 52, MG Road, Nashik, Maharashtra - 400001",7389-5952-3114,1985-12-12,Pending
1349,Kiran Sarma,60,Female,Maharashtra,Mumbai,"House 168, MG Road, Pune, Maharashtra - 440001",2138-6704-2097,1966-05-23,Pending
2259,Anjaly Yadab,18,Male,Maharashtra,Pune,"House 22, Shivaji Nagar, Nagpur, Maharashtra - 400001",4386-6219-6293,2008-08-04,Pending
1750,Puja Patill,45,Female,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5601-3453-8909,1981-08-06,Pending
3154,amit moray,66,Male,Maharashtra,Pune,"House 2, MG Road, Pune, Maharashtra - 440001",3079-2389-6788,1960-02-10,Pending
1440,Puja Patill,49,Male,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5236-2341-1702,1977-04-06,Pending
2770,Kiran Sharmma,22,Male,Maharashtra,Mumbai,"House 374, Gandhi Chowk, Mumbai, Maharashtra - 400001",7281-1475-5889,2004-07-13,Pending
1267,Anjali Patill,39,Female,Maharashtra,Ratnagiri,"House 447, Shivaji Nagar, Nagpur, Maharashtra - 400001",3730-3520-4188,1987-05-11,Pending
2442,Rahul Sharma,71,Male,Maharashtra,Mumbai,"House 63, Station Road, Mumbai, Maharashtra - 411001",5154-3271-7637,1955-12-22,Pending
